"trait1"	"trait2"	"Mcor"	"Rcor"	"ratio"	"P"	"P_adjust"	"Z_var"
"128"	"A7-1_A"	"D119_C"	0.133822320553468	-0.595871907623774	-4.45270942216022	0.054	0.240055360767669	0.175768472646974
"129"	"A7-1_A"	"D121_C"	0.20555829748942	-0.594615584698466	-2.89268588016531	0.026	0.166182011143539	0.17504206115594
"130"	"A7-1_A"	"D123_C"	-0.0161799777326584	-0.372773474576424	23.0391834114828	0.354	0.607960362158694	0.17700620710193
"131"	"A7-1_A"	"D125_C"	0.377048560281545	0.259147474993235	0.687305303061569	0.654	0.824818595885032	0.170929024320471
"132"	"A7-1_A"	"D126_A1B"	0.318812120725381	0.0157424958834889	0.0493785990559913	0.456	0.692494484019416	0.178597733175546
"133"	"A7-1_A"	"D127_A"	0.32170944159896	-0.281879403157736	-0.876192510100852	0.15	0.400033211557622	0.180192731879232
"134"	"A7-1_A"	"D128_C"	0.331421314401032	-0.0356044002294166	-0.107429421954238	0.35	0.604928971157985	0.175643104192382
"135"	"A7-1_A"	"D129_A1B"	0.321170400855346	-0.184269517392828	-0.573743772471181	0.23	0.492156688577012	0.175168469518089
"136"	"A7-1_A"	"D130_C"	0.129949467938199	-0.478634657785068	-3.68323676409893	0.122	0.359464285714286	0.189786621798776
"137"	"A7-1_A"	"D131_C"	0.200070361665555	-0.339898863528804	-1.69889663166097	0.224	0.485790421317969	0.182492935046778
"138"	"A7-1_A"	"D132_A1B"	0.239793528469163	-0.470542072920771	-1.96228011625126	0.072	0.277073482428115	0.177974159510938
"139"	"A7-1_A"	"D134_C"	0.177141501350525	-0.482769227811983	-2.72533101577752	0.118	0.354397207330757	0.191281422719534
"140"	"A7-1_A"	"D135_A"	0.296214095775254	-0.18825629489373	-0.635541311432275	0.248	0.510363915940543	0.179595451983527
"141"	"A7-1_A"	"D135_C"	0.206529583337244	0.482780565520887	2.33758552997491	0.496	0.723546082112147	0.18392675541217
"142"	"A7-1_A"	"D136_A1B"	0.313197061971947	-0.386588594258299	-1.23433020675311	0.098	0.322560459079109	0.175042080483866
"143"	"A7-1_A"	"D137_C"	0.15776757039219	-0.434790456474452	-2.75589245238181	0.134	0.378258729786735	0.173201752323892
"144"	"A7-1_A"	"D139_C"	0.22350418236754	-0.640175932534322	-2.86426824658516	0.012	0.113453689167975	0.174272817100344
"145"	"A7-1_A"	"D141_C"	0.367341596499631	0.350256260526168	0.953489242339373	0.888	0.948896380411639	0.176451602131581
"146"	"A7-1_A"	"D142_A1B"	0.338559086738043	-0.147514896492699	-0.435713889454213	0.242	0.503870354364736	0.175563817683861
"147"	"A7-1_A"	"D143_A1B"	0.0818456491360348	-0.47529342428893	-5.80719231023447	0.138	0.383882217090069	0.169596386903133
"148"	"A7-1_A"	"D143_C"	0.0172087704609407	-0.390186517174861	-22.6737010677479	0.34	0.59568	0.192822577091744
"149"	"A7-1_A"	"D144_C"	0.129298157232629	0.153177702534378	1.18468589044766	0.992	0.995968992248062	0.182151817230171
"150"	"A7-1_A"	"D145_A1B"	0.208062879668722	-0.199356360523074	-0.958154385061331	0.326	0.58328431372549	0.181948387561889
"151"	"A7-1_A"	"D145_C"	0.308375565702625	0.0760037607892841	0.246464925377962	0.5	0.726083549339924	0.173381554840194
"152"	"A7-1_A"	"D146_C"	0.129760630175261	-0.661970040912869	-5.10147060798626	0.03	0.180044843049327	0.176485130440268
"153"	"A7-1_A"	"D147_A"	0.0782977586009519	-0.226461318158382	-2.89230908016859	0.446	0.684427315581603	0.169949807257365
"154"	"A7-1_A"	"D147_A1B"	0.0975456106396434	-0.134758459570357	-1.38149178304072	0.54	0.753422912081548	0.191803583929823
"155"	"A7-1_A"	"D147_C"	-0.0329724696904863	-0.112993805853626	3.42691363171466	0.864	0.9385291067322	0.186257504393306
"156"	"A7-1_A"	"D148_A"	0.172210701807133	-0.163423165555374	-0.948972182567372	0.4	0.648016139878951	0.172971502733343
"157"	"A7-1_A"	"D148_A1B"	0.154728091973083	-0.340895434260539	-2.20319031866458	0.214	0.476412531189354	0.17532925409557
"158"	"A7-1_A"	"D148_C"	0.0239591570643122	0.419465015979991	17.5075030750892	0.324	0.582170507943612	0.192189855422192
"159"	"A7-1_A"	"D149_C"	0.00393616422476345	-0.471769406666822	-119.855112675126	0.224	0.485790421317969	0.176783841926601
"160"	"A7-1_A"	"D150_C"	0.0396329771425023	-0.174754015230166	-4.40930830408802	0.622	0.806283900129143	0.175061768376272
"161"	"A7-1_A"	"D151_C"	0.236441490301094	0.600740106877971	2.54075588050542	0.27	0.532571849668386	0.167664221203665
"162"	"A7-1_A"	"D152_A1B"	0.0200707236723454	-0.496590855356808	-24.7420503347888	0.174	0.429913846153846	0.167998266885832
"163"	"A7-1_A"	"D152_C"	-0.0937700618639096	-0.304064095185313	3.24265644216602	0.588	0.784586241276171	0.178742716542585
"164"	"A7-1_A"	"D153_C"	0.0370456695533832	0.103330342671887	2.78926913503309	0.872	0.942079110234102	0.172993870673277
"165"	"A7-1_A"	"D154_A"	-0.118863380002877	-0.199497317150494	1.67837493049302	0.834	0.923387259858443	0.182282064913313
"166"	"A7-1_A"	"D154_A1B"	-0.0951767515322199	-0.522695018844063	5.49183503775201	0.222	0.483717438494935	0.18118492248078
"167"	"A7-1_A"	"D154_C"	-0.163142911258562	-0.632554583213858	3.87730351465491	0.162	0.414330608344835	0.178129281290167
"168"	"A7-1_A"	"D155_A"	-0.093607686463893	-0.410137244341431	4.38144836000869	0.384	0.633469834965418	0.179219901520381
"169"	"A7-1_A"	"D155_A1B"	-0.0664597706330282	-0.516300288372693	7.76861375618575	0.214	0.476412531189354	0.173977904256898
"170"	"A7-1_A"	"D155_C"	-0.12251357947976	-0.631168280456208	5.15182303167037	0.12	0.357506801879792	0.171310099872197
"171"	"A7-1_A"	"D156_C"	0.0128368017405758	0.496611033329494	38.6865080076571	0.216	0.477993753444792	0.180430844601591
"172"	"A7-1_A"	"D157_C"	0.0386130108331791	0.520794045004351	13.4875274879328	0.224	0.485790421317969	0.181226650058261
"173"	"A7-1_A"	"D158_C"	-0.0917298701636536	-0.457885802469113	4.99167612089941	0.314	0.573397513644633	0.165042060507767
"174"	"A7-1_A"	"D159_C"	-0.0899615380513151	-0.49538809458583	5.50666546300325	0.254	0.516621073961499	0.166959144085395
"175"	"A7-1_A"	"D160_A1B"	-0.11839407371978	0.161677294353775	-1.36558604053476	0.48	0.712019704433498	0.178008877403043
"176"	"A7-1_A"	"D162_C"	0.141683395466132	-0.42047062605678	-2.96767750852843	0.156	0.406450356911097	0.169390757464179
"177"	"A7-1_A"	"D163_C"	0.167047390830237	-0.401961927219305	-2.406274801549	0.168	0.421136316337149	0.175829384319309
"178"	"A7-1_A"	"D164_A1B"	-0.102966772122009	-0.267973418086889	2.6025232467165	0.654	0.824818595885032	0.171046737222071
"179"	"A7-1_A"	"D166_C"	-0.00235606506032388	0.543079729170395	-230.502857631503	0.148	0.397294406061957	0.187979452877907
"180"	"A7-1_A"	"D167_C"	0.0377726414138206	0.550359130911016	14.5703109528804	0.184	0.442062431435125	0.183677591331006
"181"	"A7-1_A"	"D169_A1B"	0.0205604199559535	-0.418305248984038	-20.3451704722069	0.296	0.55734250429889	0.189002308192728
"182"	"A7-1_A"	"D169_C"	0.159830187502238	-0.337859947960682	-2.11386818247931	0.208	0.469784361522595	0.180878020968191
"183"	"A7-1_A"	"D170_A1B"	0.0746465307388663	-0.476578503131665	-6.38446955825537	0.18	0.437469733656174	0.177327674735279
"184"	"A7-1_A"	"D170_C"	0.191386646012284	-0.00554455753493666	-0.0289704514419506	0.618	0.804084256008642	0.179726434060876
"185"	"A7-1_A"	"D171_A1B"	0.205604380406633	0.630211521333133	3.0651658300603	0.23	0.492156688577012	0.175475280262165
"186"	"A7-1_A"	"D173_A"	0.420416627642785	0.516245840914846	1.22793868503575	0.814	0.913035340131303	0.171748961366559
"187"	"A7-1_A"	"D173_C"	0.435959831327933	0.0161920660275434	0.0371411879351876	0.218	0.479819095477387	0.155996331799453
"188"	"A7-1_A"	"D174_C"	0.38158208719321	0.171262527852266	0.448822241924445	0.534	0.749086356489839	0.168081138536484
"189"	"A7-1_A"	"D175_A1B"	0.383590594478519	0.138487231153212	0.361028745612185	0.492	0.720722408026756	0.16990659819205
"190"	"A7-1_A"	"D176_A"	0.429451682310106	0.511517560389865	1.19109455489453	0.84	0.926496039558628	0.170720479889059
"191"	"A7-1_A"	"D176_C"	0.452074698145837	0.106577771772611	0.235752569674293	0.29	0.551781059947871	0.156432990408187
"192"	"A7-1_A"	"D177_C"	0.38912671146724	0.0883570304393638	0.227064932412903	0.394	0.6424	0.166754961723255
"193"	"A7-1_A"	"D178_A1B"	0.383603911919912	0.13428641255461	0.35006528448189	0.49	0.719235924932976	0.17026641227663
"194"	"A7-1_A"	"D179_A"	0.385792622918949	0.484490718862565	1.25583199387499	0.79	0.90041161998486	0.171612067537249
"195"	"A7-1_A"	"D179_C"	0.418307493759554	-0.0646798096983095	-0.154622641629002	0.198	0.458195965417867	0.166848025658251
"196"	"A7-1_A"	"D180_C"	0.323478124222807	-0.485705422955965	-1.50150933428011	0.048	0.226330005871991	0.174490305046723
"197"	"A7-1_A"	"D181_A1B"	0.42222451866961	0.278291443145674	0.659107727856601	0.62	0.805077619663648	0.168100615703173
"198"	"A7-1_A"	"D182_A"	0.321243210055326	-0.00751896748142407	-0.0234058409518729	0.416	0.661568523897544	0.178202955260342
"199"	"A7-1_A"	"D182_C"	0.172341635393116	-0.277550188044204	-1.61046509400415	0.244	0.506109867401412	0.163231552636488
"200"	"A7-1_A"	"D183_C"	0.215992375366638	0.576728352431841	2.67013292229816	0.29	0.551781059947871	0.171588037451178
"201"	"A7-1_A"	"D184_A1B"	0.0640502367776773	-0.335721964200649	-5.24154134458492	0.346	0.601380952380952	0.175586977130058
"202"	"A7-1_A"	"D185_C"	0.310520088425477	-0.559149575879451	-1.80068728794544	0.034	0.191548175865295	0.1779535083764
"203"	"A7-1_A"	"D186_C"	0.30583262281367	-0.585247345270304	-1.91361974365589	0.022	0.153661930994491	0.177914388594817
"204"	"A7-1_A"	"D188_A"	0.2988260070159	0.662497792268063	2.21700178938178	0.24	0.502049322681487	0.167886801193933
"205"	"A7-1_A"	"D188_A1B"	0.200203376160618	-0.303667531585376	-1.51679525794686	0.198	0.458195965417867	0.171714457886478
"206"	"A7-1_A"	"D188_C"	0.295391852746072	0.15482378737342	0.524130188202962	0.634	0.813565226655303	0.161722026634188
"207"	"A7-1_A"	"D189_C"	0.228573771757619	-0.373617440745529	-1.63455954667326	0.128	0.369195402298851	0.168002955479169
