"trait1"	"trait2"	"Mcor"	"Rcor"	"ratio"	"P"	"P_adjust"
"76"	4	14	-0.25814239272033	0.634452130527817	-2.45776032306006	0	0
"77"	4	15	0.116101725872579	0.13356651024849	1.1504265698434	0.848	0.87987969924812
"78"	4	16	-0.377052169765649	0.233966132510657	-0.620513953430037	0	0
"79"	4	17	0.108847947705188	0.679546463019201	6.24308016224373	0	0
"80"	4	18	-0.097371602562468	0.414687087887609	-4.25880931374802	0	0
"81"	4	19	0.0538994153971487	0.66575990435773	12.351894718193	0	0
"82"	4	20	0.0466690222730474	-0.766471412483141	-16.4235583938042	0	0
"83"	4	21	-0.0466466890246114	0.0352558226407267	-0.755805468253605	0.378	0.432896265560166
"84"	4	22	0.178046444495676	-0.195116707898873	-1.09587534000777	0.87	0.899325842696629
"85"	4	23	0.22469343252621	0.352117167035761	1.56710039575673	0.192	0.236571428571429
"86"	4	24	0.27421142576858	0.36023371243959	1.31370788591285	0.402	0.456592592592593
"87"	5	6	0.0882551795392436	0.213402398531616	2.41801557308854	0.246	0.293922077922078
"88"	5	7	0.0817248584273025	-0.727548934673076	-8.90241902737904	0	0
"89"	5	8	0.00880947820280432	-0.428413148802576	-48.6309335172882	0	0
"90"	5	9	-0.00483674087804489	0.139807857925635	-28.9053851448308	0.172	0.213837837837838
"91"	5	10	0.65270537241268	-0.212225192121046	-0.325146997544344	0	0
"92"	5	11	0.569733900455153	0.0413973102174462	0.0726607810845983	0	0
"93"	5	12	0.670416275271031	-0.37531169155948	-0.559818884778345	0	0
"94"	5	13	-0.554584680748501	-0.614453471499975	1.10795247836755	0	0
"95"	5	14	-0.657799989935094	0.0370800722529087	-0.0563698279420275	0	0
"96"	5	15	-0.469438196399322	-0.537111049736565	1.14415710919202	0	0
"97"	5	16	-0.478155857007027	0.317454368810827	-0.663914002429885	0	0
"98"	5	17	-0.21562986329958	0.200527100420337	-0.929959780857162	0	0
"99"	5	18	-0.353980947855956	0.327681065457487	-0.92570254823666	0	0
"100"	5	19	-0.266608341640498	0.212288514623816	-0.79625608605327	0	0
"101"	5	20	0.507989302125393	-0.139809719529821	-0.275221779169102	0	0
"102"	5	21	0.469619305205052	0.647279434063337	1.37830669840268	0.012	0.0179027027027027
"103"	5	22	0.685406055921359	-0.281673904287613	-0.410959170632031	0	0
"104"	5	23	0.423129189034249	0.526272374802243	1.24376287063393	0.192	0.236571428571429
"105"	5	24	-0.0581268371536667	0.140629473307616	-2.41935533041032	0.048	0.0679384615384615
"106"	6	7	-0.0938431355290284	0.0281607584766219	-0.300083307296472	0.25	0.297413793103448
"107"	6	8	0.205103287279892	0.25830729751591	1.25940106051745	0.65	0.705694117647059
"108"	6	9	-0.0476182342132965	0.134108503615786	-2.81632668307425	0.088	0.115657142857143
"109"	6	10	0.290959060873436	0.0949227703952987	0.326240984248259	0.068	0.0933731343283582
"110"	6	11	-0.103014746248119	0.128823897076741	-1.25053841094224	0.024	0.035047619047619
"111"	6	12	0.335605433491702	0.234566429747069	0.698935137332539	0.294	0.343830508474576
"112"	6	13	0.444959911171041	0.0651264983382809	0.146364867268338	0	0
"113"	6	14	-0.382295357666326	-0.549237666321628	1.43668411166272	0	0
"114"	6	15	0.401952697115812	-0.132213829406928	-0.32892882758499	0.006	0.00935593220338983
"115"	6	16	-0.487289049848906	-0.0602643358156347	0.123672665811639	0	0
"116"	6	17	-0.566046534296136	-0.531829127599902	0.939550187797224	0	0
"117"	6	18	-0.0784470075108596	-0.108937830454634	1.38868051071998	0.06	0.08321608040201
"118"	6	19	-0.601407785389717	-0.519974270884898	0.864595177376946	0	0
"119"	6	20	-0.12094257478348	0.444382605501049	-3.67432731026782	0	0
"120"	6	21	0.442914069398831	0.325634749167959	0.735209765654869	0.172	0.213837837837838
"121"	6	22	0.025092875346914	0.139331534082072	5.55263325369398	0.28	0.328851063829787
"122"	6	23	-0.29348091538751	0.0194483466326002	-0.0662678409835295	0.004	0.00630857142857143
"123"	6	24	-0.00608921715177899	-0.052949424460456	8.69560456469952	0.576	0.633370517928287
"124"	7	8	0.252108417785467	0.745383115553152	2.95659749127234	0	0
"125"	7	9	0.0980468461937139	-0.0288759408615561	-0.294511674597927	0.528	0.589991902834008
"126"	7	10	0.384367304893078	0.675672222877223	1.75788162592336	0	0
"127"	7	11	0.154157781700061	0.399223451195173	2.58970677180557	0.014	0.0207741935483871
"128"	7	12	0.589851004997163	0.842237963145498	1.42788256018916	0	0
"129"	7	13	-0.371498867956811	0.345100943713557	-0.928942113906191	0	0
"130"	7	14	-0.327450145415791	-0.621366386506533	1.89759080948806	0	0
"131"	7	15	-0.426063398977596	0.105521605096805	-0.24766643966607	0	0
"132"	7	16	-0.453430155789932	-0.639864254443303	1.41116387225852	0	0
"133"	7	17	-0.142791539158467	-0.60771894718971	4.25598708979023	0	0
"134"	7	18	-0.1836985644985	-0.511960987716833	2.78696237564237	0	0
"135"	7	19	-0.124700929750043	-0.617102970252885	4.94866374685287	0	0
"136"	7	20	0.231052819446005	0.606824424498156	2.62634503207161	0	0
"137"	7	21	0.0157791371618874	-0.467305361145211	-29.6153938172191	0	0
"138"	7	22	0.561237896994858	0.540352978320051	0.96278776114971	0.718	0.771081712062257
"139"	7	23	0.109504677904694	-0.530001058780919	-4.8399855505917	0	0
"140"	7	24	0.199237230914351	-0.418176407239964	-2.09888686627919	0.026	0.0375706806282722
"141"	8	9	-0.406729498457464	-0.263752566444097	0.648471692966426	0	0
"142"	8	10	0.463032231955494	0.695830239914461	1.50276847245775	0	0
"143"	8	11	0.00219885373701202	0.186619826482727	84.8714142925762	0.078	0.104504854368932
"144"	8	12	0.0736441347187002	0.738643830868367	10.0299071160219	0	0
"145"	8	13	-0.0158660653300744	0.431870273192709	-27.2197463081215	0	0
"146"	8	14	-0.501821396231874	-0.643427829748438	1.28218492591163	0	0
"147"	8	15	-0.0734882433884229	0.112979856072369	-1.53738680995833	0.068	0.0933731343283582
"148"	8	16	-0.150420920158484	-0.358936758123528	2.38621567894513	0	0
"149"	8	17	-0.425341938004618	-0.639266862375308	1.50294811128727	0	0
"150"	8	18	-0.319951617332514	-0.666763307149587	2.08395041946809	0	0
"151"	8	19	-0.439787253958576	-0.625817821277852	1.42300127082991	0	0
"152"	8	20	0.272126299909907	0.650556691126579	2.39064247499032	0	0
"153"	8	21	0.407629334502789	-0.0809647490377411	-0.198623460542895	0.002	0.00332530120481928
"154"	8	22	0.248792978274721	0.137560549640826	0.552911704320407	0.274	0.323179487179487
"155"	8	23	-0.237090304269456	-0.569501174297709	2.40204328916995	0	0
"156"	8	24	-0.394619787489666	-0.467183463490831	1.18388250742004	0	0
"157"	9	10	-0.330441473185591	-0.25761229408834	0.779600367970921	0	0
"158"	9	11	0.350218876164588	0.357791582816589	1.02162278268645	0.976	0.985138686131387
"159"	9	12	0.111721552981379	0.00893827615974615	0.0800049401500528	0.336	0.389647058823529
"160"	9	13	0.0142677444592162	-0.417648734322572	-29.2722325884378	0	0
"161"	9	14	0.263223144479781	-0.160398842809974	-0.609364511342562	0.256	0.303244635193133
"162"	9	15	0.0139747489705311	-0.370697652477974	-26.5262476814199	0	0
"163"	9	16	0.0995829618711329	-0.098024309320955	-0.984348200526563	0.976	0.985138686131387
"164"	9	17	-0.249597943609123	-0.225709722760083	0.90429319847903	0	0
"165"	9	18	0.165839016706808	0.431767139574764	2.60353171496488	0.004	0.00630857142857143
"166"	9	19	-0.210668860966921	-0.231850207500155	1.1005433191978	0	0
"167"	9	20	0.203278913300591	0.172306672075111	0.847636723737886	0.762	0.812015444015444
"168"	9	21	-0.0439536560277905	-0.192027031175318	4.36885229874634	0.026	0.0375706806282722
"169"	9	22	0.0288930892848812	0.396530312758327	13.7240538333787	0	0
"170"	9	23	-0.167078816088572	0.300268896322037	-1.79716916453883	0	0
"171"	9	24	0.218337794362354	0.188063043744857	0.861339853203551	0.776	0.820597701149425
"172"	10	11	0.360788807932358	0.600321651504279	1.6639142853257	0.002	0.00332530120481928
"173"	10	12	0.668843783214548	0.770725344281824	1.15232489801672	0.06	0.08321608040201
"174"	10	13	-0.313946777538928	0.177299342235502	-0.564743309758986	0	0
"175"	10	14	-0.743589648219288	-0.714858000949723	0.961360883198992	0	0
"176"	10	15	-0.353859423518174	-0.0624248581139743	0.176411461628825	0	0
"177"	10	16	-0.654209194073206	-0.661975830449793	1.0118717933758	0	0
"178"	10	17	-0.392817914653829	-0.596960240887239	1.5196869048432	0	0
"179"	10	18	-0.648104933186799	-0.553075798360785	0.853373844326804	0	0
"180"	10	19	-0.445075101268901	-0.604406674056792	1.35798806164092	0	0
"181"	10	20	0.434115813832351	0.48214940162769	1.11064694320002	0.574	0.633370517928287
"182"	10	21	0.503279287327754	-0.13286835120236	-0.264005204561164	0	0
"183"	10	22	0.680105004594	0.23924440360471	0.351775684620246	0	0
"184"	10	23	0.180374059341861	-0.375528075688889	-2.08194059089813	0.038	0.0543419689119171
"185"	10	24	-0.427752109801279	-0.762254709358104	1.78200105129166	0	0
"186"	11	12	0.271427442558771	0.534823966661281	1.97041228263232	0.004	0.00630857142857143
"187"	11	13	-0.568085045829836	-0.248349039674673	0.437168768123256	0	0
"188"	11	14	-0.207050566021962	-0.595716671715063	2.87715548506096	0	0
"189"	11	15	-0.650687142500478	-0.404750245310767	0.622035105466172	0	0
"190"	11	16	-0.16271139007521	-0.53830990789129	3.30837262002658	0	0
"191"	11	17	-0.456345614612956	-0.652356570167842	1.42952303972753	0	0
"192"	11	18	-0.0722987644852096	-0.135788898535784	1.87816347212355	0.05	0.0704081632653061
"193"	11	19	-0.438047941779403	-0.654569683720629	1.49428777375757	0	0
"194"	11	20	0.365737134328292	0.466861791798021	1.27649546075066	0.246	0.293922077922078
"195"	11	21	0.461986329291691	-0.15929625352595	-0.344807288497432	0.002	0.00332530120481928
"196"	11	22	0.47271605490588	0.337125846128082	0.71316775182346	0.096	0.124394366197183
"197"	11	23	0.362248915053779	0.111613320984401	0.308112229867773	0.01	0.0151648351648352
"198"	11	24	-0.222435228841023	-0.610056470380038	2.74262522874042	0	0
"199"	12	13	-0.317680447191736	0.189278717083646	-0.595814815664139	0	0
"200"	12	14	-0.645267611342978	-0.788648171415944	1.22220324955494	0	0
"201"	12	15	-0.262685285450985	-0.100427691823062	0.382311828584709	0.002	0.00332530120481928
"202"	12	16	-0.777441544178601	-0.744710064526345	0.957898468512076	0	0
"203"	12	17	-0.361001731135682	-0.642719027332246	1.78037657966433	0	0
"204"	12	18	-0.420306876684096	-0.658001414893737	1.56552617003289	0	0
"205"	12	19	-0.399963126651537	-0.640212969437707	1.60067997967094	0	0
"206"	12	20	0.280067084118804	0.597141699473407	2.13213809595739	0	0
"207"	12	21	0.407192449170571	-0.34323231405095	-0.842924063916449	0.484	0.547475409836066
"208"	12	22	0.738177873606893	0.505443130883342	0.684717259830128	0	0
"209"	12	23	0.274254275134085	-0.507079885554177	-1.84894067852274	0.008	0.0122666666666667
"210"	12	24	0.105463596592175	-0.627076908907614	-5.94590862790792	0	0
"211"	13	14	0.386183348758241	0.0622875896511934	0.161290200241613	0	0
"212"	13	15	0.855387725643252	0.758446253344708	0.88666955417715	0.01	0.0151648351648352
"213"	13	16	0.203400001333611	-0.0903399082882075	-0.444149005387834	0.232	0.282079295154185
"214"	13	17	-0.189729077611383	-0.185601307524803	0.978243872059321	0	0
"215"	13	18	0.00967692825690064	-0.474144992118985	-48.9974689830806	0	0
"216"	13	19	-0.201390237217196	-0.180824795904951	0.897882630278319	0	0
"217"	13	20	-0.295691416519966	0.0198818518710984	-0.067238515426287	0.008	0.0122666666666667
"218"	13	21	-0.149830756719668	-0.332540377175726	2.2194400165642	0	0
"219"	13	22	-0.542612077922737	-0.0620810271935077	0.114411436308551	0	0
"220"	13	23	-0.501349849051692	-0.5968521113372	1.19049025838175	0	0
"221"	13	24	-0.192079229676282	-0.171047285283655	0.890503807058826	0	0
"222"	14	15	0.314878292676283	0.262405880503644	0.833356527289786	0.54	0.59855421686747
"223"	14	16	0.693303006837635	0.59205527397868	0.853963228400268	0.092	0.11977358490566
"224"	14	17	0.407001241693855	0.787480109687348	1.93483466146201	0	0
"225"	14	18	0.363851098655996	0.346494799022233	0.952298344850753	0.812	0.848909090909091
"226"	14	19	0.45336677543153	0.79394052081034	1.75121019852996	0	0
"227"	14	20	-0.471874745517873	-0.742159098459169	1.57278834162796	0	0
"228"	14	21	-0.623202671814457	-0.0165682242052071	0.0265856116389371	0	0
"229"	14	22	-0.737524547893553	-0.522392047851032	0.708304624358657	0	0
"230"	14	23	-0.105669737120723	0.190357491256913	-1.80143810748236	0.004	0.00630857142857143
"231"	14	24	0.0616166534001706	0.449359926966582	7.29283241087769	0	0
"232"	15	16	0.212870737969268	0.0688256545891002	0.323321351002393	0.144	0.182311926605505
"233"	15	17	-0.0463021690385818	0.0658976853021867	-1.42320946665105	0.246	0.293922077922078
"234"	15	18	-0.0113646741234234	-0.141402893926907	12.4423183974511	0.12	0.153333333333333
"235"	15	19	-0.066161907353896	0.0520428765605049	-0.78659879441097	0.214	0.261345132743363
"236"	15	20	-0.328789908812683	-0.195525464074688	0.594682071541563	0	0
"237"	15	21	-0.240639733960426	-0.291035996887563	1.20942619116852	0	0
"238"	15	22	-0.456690038355363	-0.0152923810682971	0.0334852521052751	0	0
"239"	15	23	-0.419493017250555	-0.370211681785294	0.8825216786962	0	0
"240"	15	24	-0.0578668298686134	0.0285285238987404	-0.493003054833216	0.376	0.4324
"241"	16	17	0.414718136520795	0.400497188862555	0.965709366420423	0.842	0.876950943396226
"242"	16	18	0.349785474719157	0.376046717264535	1.07507813915504	0.786	0.824851711026616
"243"	16	19	0.45247319759214	0.430576561758679	0.951606778147334	0.768	0.815261538461538
"244"	16	20	-0.0452752469691826	-0.243992964015876	5.38910288400977	0.004	0.00630857142857143
"245"	16	21	-0.506333675016008	0.46099417374726	-0.910455291626978	0	0
"246"	16	22	-0.65903724976282	-0.632862849928088	0.960283884038191	0	0
"247"	16	23	-0.260092449579132	0.308923166717644	-1.18774369351178	0	0
"248"	16	24	-0.156753428770867	0.436348823330006	-2.78366366051128	0	0
"249"	17	18	0.316969597353235	0.349257683047161	1.1018649295186	0.738	0.789488372093023
"250"	17	19	0.993486659181725	0.994095238518298	1.0006125692086	0.678	0.73096875
"251"	17	20	-0.252922344802713	-0.754285299284285	2.98228019304759	0	0
"252"	17	21	-0.761981172355755	-0.0719534191903858	0.0944293924847688	0	0
"253"	17	22	-0.364379657568857	-0.344528929555954	0.945521854470838	0	0
"254"	17	23	-0.00802063856338047	0.0632383536121896	-7.88445372677864	0.522	0.585658536585366
"255"	17	24	0.340216644697518	0.445596739890023	1.30974409052266	0.234	0.283263157894737
"256"	18	19	0.364213880115277	0.327836783112801	0.900121607142038	0.652	0.705694117647059
"257"	18	20	-0.460160343143333	-0.250228582848165	0.543785631631936	0	0
"258"	18	21	-0.278560403713238	0.177354010258272	-0.636680618975724	0	0
"259"	18	22	-0.432176358053803	-0.0558410561233761	0.1292089562114	0	0
"260"	18	23	-0.199019075546416	0.491067802048934	-2.46744087570845	0	0
"261"	18	24	0.48965790841706	0.482093928857426	0.984552522425121	0.888	0.914507462686567
"262"	19	20	-0.262477690062854	-0.743370046807106	2.83212659570837	0	0
"263"	19	21	-0.758840296211858	-0.0716019397173377	0.0943570604707943	0	0
"264"	19	22	-0.378399799937019	-0.38570028796677	1.01929305467647	0	0
"265"	19	23	-0.00332688453626521	0.0634552828238096	-19.073485157692	0.534	0.594290322580645
"266"	19	24	0.357912342138809	0.431653959749303	1.20603262008186	0.396	0.451636363636364
"267"	20	21	0.266024749470152	0.0807942854538674	0.303709657145763	0.07	0.0951724137931035
"268"	20	22	0.567109940092341	0.277763875128763	0.489788408722894	0	0
"269"	20	23	-0.107668409899656	-0.24490668759453	2.27463828826651	0.002	0.00332530120481928
"270"	20	24	-0.35884497675561	-0.321370907869807	0.895570312215002	0	0
"271"	21	22	0.532549388443562	-0.393579371597331	-0.739047645416724	0.108	0.138641860465116
"272"	21	23	0.136222482091797	0.390875924847832	2.86939364813828	0.008	0.0122666666666667
"273"	21	24	-0.291298478625771	0.230657387324848	-0.791824895251757	0	0
"274"	22	23	0.256139693432194	-0.063760440716273	-0.248928386935669	0.044	0.0625979381443299
"275"	22	24	-0.0566844967432654	-0.0421967098900109	0.744413593034576	0.334	0.388962025316456
"276"	23	24	0.171259601059007	0.310883513176621	1.81527640642761	0.156	0.195709090909091
