ACUTILABELLA	39.5	9.439775	9.439775	12.470677	12.470677	9.439775	15.084411	12.470677	12.470677	9.439775	9.439775	9.439775	12.470677	11.425891	33.286439	7.234059	12.470677	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.470677	12.470677	12.470677	23.499415	9.439775	12.470677	20.585371	12.470677	9.439775	12.470677	9.439775	23.499415	12.470677	14.284843	12.470677	17.562322	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	24.558184	9.439775	9.439775	12.470677	9.439775	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	12.470677	14.284843	14.284843	17.562322	9.439775	9.439775	22.72465	12.470677	9.439775	23.499415	12.470677	9.439775	12.470677	9.439775	14.284843	20.585371	9.439775	9.439775	22.72465	23.499415	12.470677	12.470677	9.439775	9.439775	7.234059	12.470677	12.470677	9.439775	9.439775	12.470677	9.439775	12.470677	12.470677	7.234059	9.439775	9.439775	17.562322	17.562322	17.562322	9.439775	22.72465	14.284843	22.151118	12.470677	9.439775	9.439775	15.084411	15.084411	15.084411	15.084411
AFFINIS	9.439775	39.5	38.611583	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	37.951733	37.291883	30.239847	9.439775	9.439775	9.439775	7.234059	9.439775	7.234059	9.439775	6.47948	12.093084	17.290434	12.093084	12.093084	17.290434	17.290434	9.439775	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	17.290434	9.439775	28.517677	9.439775	9.439775	9.439775	9.439775	9.439775	17.290434	6.47948	7.234059	7.234059	0	17.290434	17.290434	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.093084	12.093084	9.439775	9.439775	17.290434	9.439775	9.439775	12.093084	9.439775	33.186944	9.439775	9.439775	33.186944	33.186944	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	7.234059	9.439775	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	7.234059	12.093084	28.517677	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	9.439775	9.439775	9.439775	9.439775
ALGONQUIN	9.439775	38.611583	39.5	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	37.951733	37.291883	30.239847	9.439775	9.439775	9.439775	7.234059	9.439775	7.234059	9.439775	6.47948	12.093084	17.290434	12.093084	12.093084	17.290434	17.290434	9.439775	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	17.290434	9.439775	28.517677	9.439775	9.439775	9.439775	9.439775	9.439775	17.290434	6.47948	7.234059	7.234059	0	17.290434	17.290434	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.093084	12.093084	9.439775	9.439775	17.290434	9.439775	9.439775	12.093084	9.439775	33.186944	9.439775	9.439775	33.186944	33.186944	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	7.234059	9.439775	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	7.234059	12.093084	28.517677	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	9.439775	9.439775	9.439775	9.439775
AMERICANA_AMERICANA	12.470677	9.439775	9.439775	39.5	38.88897	9.439775	12.470677	18.406733	18.406733	9.439775	9.439775	9.439775	13.985748	11.425891	12.470677	7.234059	13.985748	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	16.616717	13.985748	31.474921	12.470677	9.439775	18.406733	12.470677	18.406733	9.439775	13.985748	9.439775	12.470677	13.985748	12.470677	18.406733	12.470677	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	12.470677	9.439775	9.439775	16.616717	9.439775	18.406733	16.616717	9.439775	13.985748	18.406733	31.474921	18.406733	12.470677	12.470677	12.470677	9.439775	9.439775	12.470677	16.616717	9.439775	12.470677	16.616717	9.439775	18.406733	9.439775	12.470677	12.470677	9.439775	9.439775	12.470677	12.470677	18.406733	16.616717	9.439775	9.439775	7.234059	13.985748	13.985748	9.439775	9.439775	13.985748	9.439775	13.985748	18.406733	7.234059	9.439775	9.439775	12.470677	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	34.943711	9.439775	9.439775	12.470677	12.470677	12.470677	12.470677
AMERICANA_TEXANA	12.470677	9.439775	9.439775	38.88897	39.5	9.439775	12.470677	18.406733	18.406733	9.439775	9.439775	9.439775	13.985748	11.425891	12.470677	7.234059	13.985748	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	16.616717	13.985748	31.474921	12.470677	9.439775	18.406733	12.470677	18.406733	9.439775	13.985748	9.439775	12.470677	13.985748	12.470677	18.406733	12.470677	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	12.470677	9.439775	9.439775	16.616717	9.439775	18.406733	16.616717	9.439775	13.985748	18.406733	31.474921	18.406733	12.470677	12.470677	12.470677	9.439775	9.439775	12.470677	16.616717	9.439775	12.470677	16.616717	9.439775	18.406733	9.439775	12.470677	12.470677	9.439775	9.439775	12.470677	12.470677	18.406733	16.616717	9.439775	9.439775	7.234059	13.985748	13.985748	9.439775	9.439775	13.985748	9.439775	13.985748	18.406733	7.234059	9.439775	9.439775	12.470677	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	34.943711	9.439775	9.439775	12.470677	12.470677	12.470677	12.470677
ANANASSAE	9.439775	17.290434	17.290434	9.439775	9.439775	39.5	9.439775	9.439775	9.439775	17.290434	17.290434	17.290434	9.439775	9.439775	9.439775	7.234059	9.439775	7.234059	9.439775	6.47948	12.093084	22.303841	12.093084	12.093084	22.303841	22.303841	9.439775	9.439775	9.439775	9.439775	22.303841	9.439775	9.439775	9.439775	22.303841	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	9.439775	22.303841	6.47948	7.234059	7.234059	0	22.303841	22.303841	9.439775	32.977953	22.303841	9.439775	22.303841	9.439775	9.439775	22.303841	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.093084	12.093084	9.439775	9.439775	22.303841	9.439775	9.439775	12.093084	9.439775	17.290434	9.439775	9.439775	17.290434	17.290434	9.439775	9.439775	9.439775	9.439775	12.093084	22.303841	7.234059	9.439775	9.439775	22.303841	22.303841	9.439775	22.303841	9.439775	9.439775	7.234059	12.093084	17.290434	9.439775	9.439775	9.439775	22.303841	9.439775	9.439775	9.439775	9.439775	12.093084	22.303841	9.439775	9.439775	9.439775	9.439775
ANAPRIONUS	15.084411	9.439775	9.439775	12.470677	12.470677	9.439775	39.5	12.470677	12.470677	9.439775	9.439775	9.439775	12.470677	11.425891	15.084411	7.234059	12.470677	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.470677	12.470677	12.470677	15.084411	9.439775	12.470677	15.084411	12.470677	9.439775	12.470677	9.439775	15.084411	12.470677	14.284843	12.470677	15.084411	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	15.084411	9.439775	9.439775	12.470677	9.439775	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	12.470677	14.284843	14.284843	15.084411	9.439775	9.439775	15.084411	12.470677	9.439775	15.084411	12.470677	9.439775	12.470677	9.439775	14.284843	15.084411	9.439775	9.439775	15.084411	15.084411	12.470677	12.470677	9.439775	9.439775	7.234059	12.470677	12.470677	9.439775	9.439775	12.470677	9.439775	12.470677	12.470677	7.234059	9.439775	9.439775	15.084411	15.084411	15.084411	9.439775	15.084411	14.284843	15.084411	12.470677	9.439775	9.439775	22.840671	22.840671	22.840671	22.840671
ANCEPS	12.470677	9.439775	9.439775	18.406733	18.406733	9.439775	12.470677	39.5	28.2076475	9.439775	9.439775	9.439775	13.985748	11.425891	12.470677	7.234059	13.985748	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	16.616717	13.985748	18.406733	12.470677	9.439775	20.828134	12.470677	23.784403	9.439775	13.985748	9.439775	12.470677	13.985748	12.470677	26.365441	12.470677	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	12.470677	9.439775	9.439775	16.616717	9.439775	26.907714	16.616717	9.439775	13.985748	28.2076475	18.406733	28.2076475	12.470677	12.470677	12.470677	9.439775	9.439775	12.470677	16.616717	9.439775	12.470677	16.616717	9.439775	26.907714	9.439775	12.470677	12.470677	9.439775	9.439775	12.470677	12.470677	26.907714	16.616717	9.439775	9.439775	7.234059	13.985748	13.985748	9.439775	9.439775	13.985748	9.439775	13.985748	28.2076475	7.234059	9.439775	9.439775	12.470677	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	18.406733	9.439775	9.439775	12.470677	12.470677	12.470677	12.470677
ARIZONAE	12.470677	9.439775	9.439775	18.406733	18.406733	9.439775	12.470677	28.2076475	39.5	9.439775	9.439775	9.439775	13.985748	11.425891	12.470677	7.234059	13.985748	7.234059	11.425891	6.47948	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	16.616717	13.985748	18.406733	12.470677	9.439775	20.828134	12.470677	23.784403	9.439775	13.985748	9.439775	12.470677	13.985748	12.470677	26.365441	12.470677	9.439775	6.47948	7.234059	7.234059	0	9.439775	9.439775	12.470677	9.439775	9.439775	16.616717	9.439775	26.907714	16.616717	9.439775	13.985748	37.65605725	18.406733	32.124226	12.470677	12.470677	12.470677	9.439775	9.439775	12.470677	16.616717	9.439775	12.470677	16.616717	9.439775	26.907714	9.439775	12.470677	12.470677	9.439775	9.439775	12.470677	12.470677	26.907714	16.616717	9.439775	9.439775	7.234059	13.985748	13.985748	9.439775	9.439775	13.985748	9.439775	13.985748	29.507581	7.234059	9.439775	9.439775	12.470677	12.470677	12.470677	9.439775	12.470677	12.470677	12.470677	18.406733	9.439775	9.439775	12.470677	12.470677	12.470677	12.470677
ATHABASCA	9.439775	37.951733	37.951733	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	39.5	37.291883	30.239847	9.439775	9.439775	9.439775	7.234059	9.439775	7.234059	9.439775	6.47948	12.093084	17.290434	12.093084	12.093084	17.290434	17.290434	9.439775	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	17.290434	9.439775	28.517677	9.439775	9.439775	9.439775	9.439775	9.439775	17.290434	6.47948	7.234059	7.234059	0	17.290434	17.290434	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	9.439775	12.093084	12.093084	9.439775	9.439775	17.290434	9.439775	9.439775	12.093084	9.439775	33.186944	9.439775	9.439775	33.186944	33.186944	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	7.234059	9.439775	9.439775	17.290434	17.290434	9.439775	17.290434	9.439775	9.439775	7.234059	12.093084	28.517677	9.439775	9.439775	9.439775	17.290434	9.439775	9.439775	9.439775	9.439775	12.093084	17.290434	9.439775	9.439775	9.439775	9.439775
